id,bank,product,metric,question,answer,value,unit,as_of,source
357,Chase,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at Chase?,"Maximum unsecured personal loan amounts at Chase are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
358,Chase,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at Chase?,"Chase auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
359,Chase,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at Chase?,Chase may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
360,Chase,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at Chase?,"Many Chase ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
361,Wells Fargo,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at Wells Fargo?,"Wells Fargo typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
362,Wells Fargo,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at Wells Fargo?,"Daily debit card purchase limits at Wells Fargo are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
363,Wells Fargo,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at Wells Fargo?,The minimum opening deposit for many Wells Fargo personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
364,Wells Fargo,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at Wells Fargo?,"The standard monthly maintenance fee for a core checking account at Wells Fargo is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
365,Wells Fargo,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Wells Fargo?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Wells Fargo.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
366,Wells Fargo,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Wells Fargo?,Wells Fargo caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
367,Wells Fargo,Checking,od_small_neg_waiver,At what small negative balance threshold does Wells Fargo not assess an overdraft fee?,Wells Fargo generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
368,Wells Fargo,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Wells Fargo?,Wells Fargo waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
369,Wells Fargo,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at Wells Fargo?,Outgoing domestic wire transfers at Wells Fargo typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
370,Wells Fargo,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at Wells Fargo?,"Wells Fargo commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
371,Wells Fargo,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at Wells Fargo?,"Typical daily mobile check deposit limits at Wells Fargo are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
372,Wells Fargo,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at Wells Fargo?,A common minimum opening deposit for savings at Wells Fargo is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
373,Wells Fargo,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at Wells Fargo?,Wells Fargo policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
374,Wells Fargo,CD,cd_min_open,What’s the minimum opening deposit for a CD at Wells Fargo?,"Many CDs at Wells Fargo can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
375,Wells Fargo,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at Wells Fargo?,The typical penalty for early withdrawal on a 12‑month CD at Wells Fargo is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
376,Wells Fargo,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at Wells Fargo?,"Wells Fargo commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
377,Wells Fargo,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at Wells Fargo?,"Maximum unsecured personal loan amounts at Wells Fargo are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
378,Wells Fargo,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at Wells Fargo?,"Wells Fargo auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
379,Wells Fargo,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at Wells Fargo?,Wells Fargo may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
380,Wells Fargo,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at Wells Fargo?,"Many Wells Fargo ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
381,Citi,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at Citi?,"Citi typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
382,Citi,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at Citi?,"Daily debit card purchase limits at Citi are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
383,Citi,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at Citi?,The minimum opening deposit for many Citi personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
384,Citi,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at Citi?,"The standard monthly maintenance fee for a core checking account at Citi is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
385,Citi,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Citi?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Citi.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
386,Citi,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Citi?,Citi caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
387,Citi,Checking,od_small_neg_waiver,At what small negative balance threshold does Citi not assess an overdraft fee?,Citi generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
388,Citi,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Citi?,Citi waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
389,Citi,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at Citi?,Outgoing domestic wire transfers at Citi typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
390,Citi,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at Citi?,"Citi commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
391,Citi,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at Citi?,"Typical daily mobile check deposit limits at Citi are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
392,Citi,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at Citi?,A common minimum opening deposit for savings at Citi is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
393,Citi,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at Citi?,Citi policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
394,Citi,CD,cd_min_open,What’s the minimum opening deposit for a CD at Citi?,"Many CDs at Citi can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
395,Citi,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at Citi?,The typical penalty for early withdrawal on a 12‑month CD at Citi is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
396,Citi,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at Citi?,"Citi commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
397,Citi,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at Citi?,"Maximum unsecured personal loan amounts at Citi are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
398,Citi,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at Citi?,"Citi auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
399,Citi,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at Citi?,Citi may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
400,Citi,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at Citi?,"Many Citi ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
401,Capital One,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at Capital One?,"Capital One typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
402,Capital One,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at Capital One?,"Daily debit card purchase limits at Capital One are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
403,Capital One,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at Capital One?,The minimum opening deposit for many Capital One personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
404,Capital One,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at Capital One?,"The standard monthly maintenance fee for a core checking account at Capital One is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
405,Capital One,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Capital One?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Capital One.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
406,Capital One,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Capital One?,Capital One caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
407,Capital One,Checking,od_small_neg_waiver,At what small negative balance threshold does Capital One not assess an overdraft fee?,Capital One generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
408,Capital One,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Capital One?,Capital One waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
409,Capital One,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at Capital One?,Outgoing domestic wire transfers at Capital One typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
410,Capital One,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at Capital One?,"Capital One commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
411,Capital One,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at Capital One?,"Typical daily mobile check deposit limits at Capital One are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
412,Capital One,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at Capital One?,A common minimum opening deposit for savings at Capital One is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
413,Capital One,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at Capital One?,Capital One policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
414,Capital One,CD,cd_min_open,What’s the minimum opening deposit for a CD at Capital One?,"Many CDs at Capital One can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
415,Capital One,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at Capital One?,The typical penalty for early withdrawal on a 12‑month CD at Capital One is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
416,Capital One,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at Capital One?,"Capital One commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
417,Capital One,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at Capital One?,"Maximum unsecured personal loan amounts at Capital One are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
418,Capital One,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at Capital One?,"Capital One auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
419,Capital One,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at Capital One?,Capital One may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
420,Capital One,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at Capital One?,"Many Capital One ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
421,PNC Bank,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at PNC Bank?,"PNC Bank typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
422,PNC Bank,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at PNC Bank?,"Daily debit card purchase limits at PNC Bank are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
423,PNC Bank,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at PNC Bank?,The minimum opening deposit for many PNC Bank personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
424,PNC Bank,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at PNC Bank?,"The standard monthly maintenance fee for a core checking account at PNC Bank is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
425,PNC Bank,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at PNC Bank?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at PNC Bank.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
426,PNC Bank,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at PNC Bank?,PNC Bank caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
427,PNC Bank,Checking,od_small_neg_waiver,At what small negative balance threshold does PNC Bank not assess an overdraft fee?,PNC Bank generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
428,PNC Bank,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at PNC Bank?,PNC Bank waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
429,PNC Bank,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at PNC Bank?,Outgoing domestic wire transfers at PNC Bank typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
430,PNC Bank,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at PNC Bank?,"PNC Bank commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
431,PNC Bank,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at PNC Bank?,"Typical daily mobile check deposit limits at PNC Bank are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
432,PNC Bank,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at PNC Bank?,A common minimum opening deposit for savings at PNC Bank is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
433,PNC Bank,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at PNC Bank?,PNC Bank policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
434,PNC Bank,CD,cd_min_open,What’s the minimum opening deposit for a CD at PNC Bank?,"Many CDs at PNC Bank can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
435,PNC Bank,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at PNC Bank?,The typical penalty for early withdrawal on a 12‑month CD at PNC Bank is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
436,PNC Bank,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at PNC Bank?,"PNC Bank commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
437,PNC Bank,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at PNC Bank?,"Maximum unsecured personal loan amounts at PNC Bank are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
438,PNC Bank,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at PNC Bank?,"PNC Bank auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
439,PNC Bank,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at PNC Bank?,PNC Bank may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
440,PNC Bank,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at PNC Bank?,"Many PNC Bank ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
441,TD Bank,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at TD Bank?,"TD Bank typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
442,TD Bank,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at TD Bank?,"Daily debit card purchase limits at TD Bank are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
443,TD Bank,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at TD Bank?,The minimum opening deposit for many TD Bank personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
444,TD Bank,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at TD Bank?,"The standard monthly maintenance fee for a core checking account at TD Bank is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
445,TD Bank,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at TD Bank?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at TD Bank.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
446,TD Bank,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at TD Bank?,TD Bank caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
447,TD Bank,Checking,od_small_neg_waiver,At what small negative balance threshold does TD Bank not assess an overdraft fee?,TD Bank generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
448,TD Bank,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at TD Bank?,TD Bank waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
449,TD Bank,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at TD Bank?,Outgoing domestic wire transfers at TD Bank typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
450,TD Bank,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at TD Bank?,"TD Bank commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
451,TD Bank,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at TD Bank?,"Typical daily mobile check deposit limits at TD Bank are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
452,TD Bank,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at TD Bank?,A common minimum opening deposit for savings at TD Bank is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
453,TD Bank,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at TD Bank?,TD Bank policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
454,TD Bank,CD,cd_min_open,What’s the minimum opening deposit for a CD at TD Bank?,"Many CDs at TD Bank can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
455,TD Bank,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at TD Bank?,The typical penalty for early withdrawal on a 12‑month CD at TD Bank is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
456,TD Bank,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at TD Bank?,"TD Bank commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
457,TD Bank,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at TD Bank?,"Maximum unsecured personal loan amounts at TD Bank are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
458,TD Bank,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at TD Bank?,"TD Bank auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
459,TD Bank,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at TD Bank?,TD Bank may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
460,TD Bank,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at TD Bank?,"Many TD Bank ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
461,Ally Bank,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at Ally Bank?,"Ally Bank typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
462,Ally Bank,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at Ally Bank?,"Daily debit card purchase limits at Ally Bank are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
463,Ally Bank,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at Ally Bank?,The minimum opening deposit for many Ally Bank personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
464,Ally Bank,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at Ally Bank?,"The standard monthly maintenance fee for a core checking account at Ally Bank is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
465,Ally Bank,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Ally Bank?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Ally Bank.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
466,Ally Bank,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Ally Bank?,Ally Bank caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
467,Ally Bank,Checking,od_small_neg_waiver,At what small negative balance threshold does Ally Bank not assess an overdraft fee?,Ally Bank generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
468,Ally Bank,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Ally Bank?,Ally Bank waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
469,Ally Bank,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at Ally Bank?,Outgoing domestic wire transfers at Ally Bank typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
470,Ally Bank,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at Ally Bank?,"Ally Bank commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
471,Ally Bank,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at Ally Bank?,"Typical daily mobile check deposit limits at Ally Bank are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
472,Ally Bank,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at Ally Bank?,A common minimum opening deposit for savings at Ally Bank is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
473,Ally Bank,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at Ally Bank?,Ally Bank policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
474,Ally Bank,CD,cd_min_open,What’s the minimum opening deposit for a CD at Ally Bank?,"Many CDs at Ally Bank can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
475,Ally Bank,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at Ally Bank?,The typical penalty for early withdrawal on a 12‑month CD at Ally Bank is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
476,Ally Bank,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at Ally Bank?,"Ally Bank commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
477,Ally Bank,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at Ally Bank?,"Maximum unsecured personal loan amounts at Ally Bank are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
478,Ally Bank,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at Ally Bank?,"Ally Bank auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
